📡永久免费👉公告,#genre#
CCTV-12,http://124.128.73.58:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-13,http://124.128.73.58:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-14,http://124.128.73.58:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV-15,http://124.128.73.58:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://124.128.73.58:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://124.128.73.58:9901/tsfile/live/0107_2.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://124.128.73.58:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://124.128.73.58:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://124.128.73.58:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
深圳卫视,http://124.128.73.58:9901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://124.128.73.58:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://124.128.73.58:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
天津卫视,http://124.128.73.58:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://124.128.73.58:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
海南卫视,http://124.128.73.58:9901/tsfile/live/0114_1.m3u8?key=txiptv&playlive=1&authid=0
吉林卫视,http://124.128.73.58:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
山西卫视,http://124.128.73.58:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
云南卫视,http://124.128.73.58:9901/tsfile/live/0119_1.m3u8?key=txiptv&playlive=1&authid=0
宁夏卫视,http://124.128.73.58:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
广西卫视,http://124.128.73.58:9901/tsfile/live/0113_1.m3u8?key=txiptv&playlive=1&authid=0
辽宁卫视,http://124.128.73.58:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://124.128.73.58:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
东南卫视,http://124.128.73.58:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
陕西卫视,http://124.128.73.58:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://124.128.73.58:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://124.128.73.58:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
江西卫视,http://124.128.73.58:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://124.128.73.58:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
青海卫视,http://124.128.73.58:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
厦门卫视,http://124.128.73.58:9901/tsfile/live/0129_1.m3u8?key=txiptv&playlive=1&authid=0
河北卫视,http://124.128.73.58:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
贵州卫视,http://124.128.73.58:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
西藏卫视,http://124.128.73.58:9901/tsfile/live/0111_1.m3u8?key=txiptv&playlive=1&authid=0
兵团卫视,http://124.128.73.58:9901/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
新疆卫视,http://124.128.73.58:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
黑龙江视,http://124.128.73.58:9901/tsfile/live/0143_1.m3u8?key=txiptv&playlive=1&authid=0
内蒙古视,http://124.128.73.58:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
齐鲁高清,http://124.128.73.58:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=1&authid=0
山东体育,http://124.128.73.58:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0
济南综合,http://124.128.73.58:9901/tsfile/live/1003_1.m3u8?key=txiptv&playlive=1&authid=0


春风💖央视及卫视6,#genre#
CCTV~1,http://120.41.124.207:8888/rtp/239.61.3.61:9884
CCTV~1,http://120.41.124.207:8888/rtp/239.61.3.60:9878
CCTV~2,http://120.41.124.207:8888/rtp/239.61.2.174:9032
CCTV~3,http://120.41.124.207:8888/rtp/239.61.3.34:9722
CCTV~4,http://120.41.124.207:8888/rtp/239.61.2.206:9224
CCTV~5,http://120.41.124.207:8888/rtp/239.61.3.35:9728
CCTV~5+,http://120.41.124.207:8888/rtp/239.61.2.171:9014
CCTV~6,http://120.41.124.207:8888/rtp/239.61.3.36:9734
CCTV~7,http://120.41.124.207:8888/rtp/239.61.2.175:9038
CCTV~8,http://120.41.124.207:8888/rtp/239.61.3.37:9740
CCTV~9,http://120.41.124.207:8888/rtp/239.61.2.172:9020
CCTV~10,http://120.41.124.207:8888/rtp/239.61.2.176:9044
CCTV~11,http://120.41.124.207:8888/rtp/239.61.2.21:8120
CCTV~12,http://120.41.124.207:8888/rtp/239.61.2.177:9050
CCTV~13,http://120.41.124.207:8888/rtp/239.61.2.23:8132
CCTV~14,http://120.41.124.207:8888/rtp/239.61.2.178:9056
CCTV~15,http://120.41.124.207:8888/rtp/239.61.2.25:8144
CCTV~17,http://120.41.124.207:8888/rtp/239.61.3.9:9572
凤凰资讯台,http://120.41.124.207:8888/rtp/239.61.2.183:9086
凤凰中文台,http://120.41.124.207:8888/rtp/239.61.2.184:9092
CGTN,http://120.41.124.207:8888/rtp/239.61.2.19:8108
CGTN法语,http://120.41.124.207:8888/rtp/239.61.3.44:9782
CGTN俄语,http://120.41.124.207:8888/rtp/239.61.3.45:9788
CGTN德语,http://120.41.124.207:8888/rtp/239.61.3.43:9776
快乐购物,http://120.41.124.207:8888/rtp/239.61.2.169:9002
央广购物,http://120.41.124.207:8888/rtp/239.61.2.220:9308
CHC动作电影,http://120.41.124.207:8888/rtp/239.61.3.16:9616
北京卫视,http://120.41.124.207:8888/rtp/239.61.2.32:8186
东方卫视,http://120.41.124.207:8888/rtp/239.61.2.28:8162
湖南卫视,http://120.41.124.207:8888/rtp/239.61.2.31:8180
江苏卫视,http://120.41.124.207:8888/rtp/239.61.2.30:8174
浙江卫视,http://120.41.124.207:8888/rtp/239.61.2.29:8168
安徽卫视,http://120.41.124.207:8888/rtp/239.61.2.248:9476
天津卫视,http://120.41.124.207:8888/rtp/239.61.2.180:9068
深圳卫视,http://120.41.124.207:8888/rtp/239.61.3.46:9794
广东卫视,http://120.41.124.207:8888/rtp/239.61.2.33:8192
河北卫视,http://120.41.124.207:8888/rtp/239.61.2.57:8336
山东卫视,http://120.41.124.207:8888/rtp/239.61.2.119:8708
湖北卫视,http://120.41.124.207:8888/rtp/239.61.2.120:8714
黑龙江卫视,http://120.41.124.207:8888/rtp/239.61.2.34:8198
贵州卫视,http://120.41.124.207:8888/rtp/239.61.2.159:8942
四川卫视,http://120.41.124.207:8888/rtp/239.61.2.251:9494
江西卫视,http://120.41.124.207:8888/rtp/239.61.2.182:9080
辽宁卫视,http://120.41.124.207:8888/rtp/239.61.2.181:9074
重庆卫视,http://120.41.124.207:8888/rtp/239.61.2.250:9488
东南卫视,http://120.41.124.207:8888/rtp/239.61.2.132:8708
海峡卫视,http://120.41.124.207:8888/rtp/239.61.2.151:8894
厦门卫视,http://120.41.124.207:8888/rtp/239.61.2.11:8060
云南卫视,http://120.41.124.207:8888/rtp/239.61.2.61:8360
河南卫视,http://120.41.124.207:8888/rtp/239.61.2.59:8348
海南卫视,http://120.41.124.207:8888/rtp/239.61.2.42:8246
广西卫视,http://120.41.124.207:8888/rtp/239.61.2.48:8282
陕西卫视,http://120.41.124.207:8888/rtp/239.61.2.38:8222
青海卫视,http://120.41.124.207:8888/rtp/239.61.2.60:8354
宁夏卫视,http://120.41.124.207:8888/rtp/239.61.2.56:8330
中国教育-1,http://120.41.124.207:8888/rtp/239.61.2.167:8990
纪实人文,http://120.41.124.207:8888/rtp/239.61.2.165:8978
中国教育-2,http://120.41.124.207:8888/rtp/239.61.3.6:9554
中国气像,http://120.41.124.207:8888/rtp/239.61.2.64:8378
金鹰卡通,http://120.41.124.207:8888/rtp/239.61.2.221:9314
卡酷少儿,http://120.41.124.207:8888/rtp/239.61.2.222:9320
吉林卫视,http://120.41.124.207:8888/rtp/239.61.2.223:9326
山西卫视,http://120.41.124.207:8888/rtp/239.61.2.224:9332
甘肃卫视,http://120.41.124.207:8888/rtp/239.61.2.225:9338
内蒙古卫视,http://120.41.124.207:8888/rtp/239.61.2.226:9344
新疆卫视,http://120.41.124.207:8888/rtp/239.61.2.227:9350
兵团卫视,http://120.41.124.207:8888/rtp/239.61.2.228:9356
西藏卫视,http://120.41.124.207:8888/rtp/239.61.2.229:9362
大湾区卫视,http://120.41.124.207:8888/rtp/239.61.3.5:9548
金鹰纪实,http://120.41.124.207:8888/rtp/239.61.3.7:9560
三沙卫视,http://120.41.124.207:8888/rtp/239.61.3.10:9578
中国教育-4,http://120.41.124.207:8888/rtp/239.61.3.15:9608
欢笑剧场,http://120.41.124.207:8888/rtp/239.61.2.146:8864
都市剧场,http://120.41.124.207:8888/rtp/239.61.2.149:8882
哈哈炫动,http://120.41.124.207:8888/rtp/239.61.2.70:8414
动漫秀场,http://120.41.124.207:8888/rtp/239.61.2.148:8876
嘉佳卡通,http://120.41.124.207:8888/rtp/239.61.2.72:8426
游戏风云,http://120.41.124.207:8888/rtp/239.61.2.145:8858
乐游,http://120.41.124.207:8888/rtp/239.61.2.147:8870
法治天地,http://120.41.124.207:8888/rtp/239.61.2.75:8444
东方财经,http://120.41.124.207:8888/rtp/239.61.2.76:8450
金色学堂,http://120.41.124.207:8888/rtp/239.61.2.78:8462
快乐垂钓,http://120.41.124.207:8888/rtp/239.61.3.8:9566
生活时尚,http://120.41.124.207:8888/rtp/239.61.2.141:8834
中华特产,http://120.41.124.207:8888/rtp/239.61.3.72:9950
车迷频道,http://120.41.124.207:8888/rtp/239.61.3.64:9902
优优宝贝,http://120.41.124.207:8888/rtp/239.61.3.70:9938
环球旅游,http://120.41.124.207:8888/rtp/239.61.3.66:9914
生态环境,http://120.41.124.207:8888/rtp/239.61.3.68:9926
百姓健康,http://120.41.124.207:8888/rtp/239.61.3.62:9890
四海钓鱼,http://120.41.124.207:8888/rtp/239.61.3.69:9932
家庭理财,http://120.41.124.207:8888/rtp/239.61.3.67:9920
财富天下,http://120.41.124.207:8888/rtp/239.61.3.63:9896
证券服务,http://120.41.124.207:8888/rtp/239.61.3.71:9944
先锋乒羽,http://120.41.124.207:8888/rtp/239.61.3.17:9622
茶频道,http://120.41.124.207:8888/rtp/239.61.3.59:9872
梨园频道,http://120.41.124.207:8888/rtp/239.61.3.19:9634
文物宝库,http://120.41.124.207:8888/rtp/239.61.3.21:9646
武术世界,http://120.41.124.207:8888/rtp/239.61.3.22:9652
新动漫,http://120.41.124.207:8888/rtp/239.61.3.18:9628
中学生,http://120.41.124.207:8888/rtp/239.61.3.73:9956
发现之旅,http://120.41.124.207:8888/rtp/239.61.3.74:9962
福建综合,http://120.41.124.207:8888/rtp/239.61.2.1:8000
福建综合,http://120.41.124.207:8888/rtp/239.61.3.4:9542
福建公共频道,http://120.41.124.207:8888/rtp/239.61.2.3:8012
福建新闻,http://120.41.124.207:8888/rtp/239.61.2.4:8018
福建电视剧,http://120.41.124.207:8888/rtp/239.61.2.5:8024
福建旅游,http://120.41.124.207:8888/rtp/239.61.2.6:8030
福建经济生活,http://120.41.124.207:8888/rtp/239.61.2.7:8036
福建体育,http://120.41.124.207:8888/rtp/239.61.2.160:8948
福建少儿,http://120.41.124.207:8888/rtp/239.61.2.9:8048
福建教育频道,http://120.41.124.207:8888/rtp/239.61.2.173:9026
厦门1套,http://120.41.124.207:8888/rtp/239.61.3.55:9848
厦门2套,http://120.41.124.207:8888/rtp/239.61.3.56:9854

春风💖央视及卫视7,#genre#
CCTV01,http://120.7.86.46:808/hls/1/index.m3u8
CCTV02,http://120.7.86.46:808/hls/2/index.m3u8
CCTV03,http://120.7.86.46:808/hls/3/index.m3u8
CCTV04,http://120.7.86.46:808/hls/4/index.m3u8
CCTV05,http://120.7.86.46:808/hls/5/index.m3u8
CCTV5+,http://120.7.86.46:808/hls/16/index.m3u8
CCTV06,http://120.7.86.46:808/hls/6/index.m3u8
CCTV07,http://120.7.86.46:808/hls/7/index.m3u8
CCTV08,http://120.7.86.46:808/hls/8/index.m3u8
CCTV09,http://120.7.86.46:808/hls/9/index.m3u8
CCTV10,http://120.7.86.46:808/hls/10/index.m3u8
CCTV11,http://120.7.86.46:808/hls/11/index.m3u8
CCTV12,http://120.7.86.46:808/hls/12/index.m3u8
CCTV13,http://120.7.86.46:808/hls/13/index.m3u8
CCTV14,http://120.7.86.46:808/hls/14/index.m3u8
CCTV15,http://120.7.86.46:808/hls/15/index.m3u8
北京卫视,http://120.7.86.46:808/hls/20/index.m3u8
东方卫视,http://120.7.86.46:808/hls/32/index.m3u8
浙江卫视,http://120.7.86.46:808/hls/25/index.m3u8
江苏卫视,http://120.7.86.46:808/hls/19/index.m3u8
湖南卫视,http://120.7.86.46:808/hls/18/index.m3u8
深圳卫视,http://120.7.86.46:808/hls/22/index.m3u8
广东卫视,http://120.7.86.46:808/hls/24/index.m3u8
天津卫视,http://120.7.86.46:808/hls/21/index.m3u8
山东卫视,http://120.7.86.46:808/hls/23/index.m3u8
河北卫视,http://120.7.86.46:808/hls/17/index.m3u8
辽宁卫视,http://120.7.86.46:808/hls/27/index.m3u8
安徽卫视,http://120.7.86.46:808/hls/28/index.m3u8
湖北卫视,http://120.7.86.46:808/hls/29/index.m3u8
四川卫视,http://120.7.86.46:808/hls/30/index.m3u8
河南卫视,http://120.7.86.46:808/hls/31/index.m3u8
重庆卫视,http://120.7.86.46:808/hls/33/index.m3u8
东南卫视,http://120.7.86.46:808/hls/34/index.m3u8
广西卫视,http://120.7.86.46:808/hls/35/index.m3u8
吉林卫视,http://120.7.86.46:808/hls/36/index.m3u8
陕西卫视,http://120.7.86.46:808/hls/37/index.m3u8
山西卫视,http://120.7.86.46:808/hls/38/index.m3u8
青海卫视,http://120.7.86.46:808/hls/40/index.m3u8
宁夏卫视,http://120.7.86.46:808/hls/41/index.m3u8
西藏卫视,http://120.7.86.46:808/hls/42/index.m3u8
新疆卫视,http://120.7.86.46:808/hls/43/index.m3u8
甘肃卫视,http://120.7.86.46:808/hls/44/index.m3u8
云南卫视,http://120.7.86.46:808/hls/45/index.m3u8
黑龙江视,http://120.7.86.46:808/hls/26/index.m3u8
内蒙古视,http://120.7.86.46:808/hls/39/index.m3u8
少儿科教,http://120.7.86.46:808/hls/49/index.m3u8
河北影视,http://120.7.86.46:808/hls/48/index.m3u8
廊坊公共,http://120.7.86.46:808/hls/52/index.m3u8


春风💖央视及卫视8,#genre#
CCTV1-综合,http://220.180.229.250:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2-财经,http://220.180.229.250:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV3-综艺,http://220.180.229.250:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4-国际,http://220.180.229.250:9901/tsfile/live/0004_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5-体育,http://220.180.229.250:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6-电影,http://220.180.229.250:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7-军农,http://220.180.229.250:9901/tsfile/live/0007_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8-电视剧,http://220.180.229.250:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9-纪录,http://220.180.229.250:9901/tsfile/live/0009_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10-科教,http://220.180.229.250:9901/tsfile/live/0010_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11-戏曲,http://220.180.229.250:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12-社会与法,http://220.180.229.250:9901/tsfile/live/0012_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13-新闻,http://220.180.229.250:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14-少儿,http://220.180.229.250:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15-音乐,http://220.180.229.250:9901/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0
安徽卫视,http://220.180.229.250:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
北京卫视,http://220.180.229.250:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
江苏卫视,http://220.180.229.250:9901/tsfile/live/0127_1.m3u8?key=txiptv&playlive=1&authid=0
浙江卫视,http://220.180.229.250:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
山东卫视,http://220.180.229.250:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
湖南卫视,http://220.180.229.250:9901/tsfile/live/0128_2.m3u8?key=txiptv&playlive=1&authid=0
广东卫视,http://220.180.229.250:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
河南卫视,http://220.180.229.250:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
湖北卫视,http://220.180.229.250:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
四川卫视,http://220.180.229.250:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=1&authid=0
重庆卫视,http://220.180.229.250:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
东方卫视,http://220.180.229.250:9901/tsfile/live/0125_1.m3u8?key=txiptv&playlive=1&authid=0
经视HD,http://220.180.229.250:9901/tsfile/live/1001_1.m3u8?key=txiptv&playlive=1&authid=0

春风💖央视及卫视9,#genre#
CCTV1,http://122.246.75.201:4022/rtp/233.50.201.118:5140
CCTV2,http://122.246.75.201:4022/rtp/233.50.201.119:5140
CCTV3,http://122.246.75.201:4022/rtp/233.50.201.196:5140
CCTV4,http://122.246.75.201:4022/rtp/233.50.201.4:5140
CCTV5,http://122.246.75.201:4022/rtp/233.50.201.197:5140
CCTV5+,http://122.246.75.201:4022/rtp/233.50.201.220:5140
CCTV6,http://122.246.75.201:4022/rtp/233.50.201.198:5140
CCTV7,http://122.246.75.201:4022/rtp/233.50.201.120:5140
CCTV8,http://122.246.75.201:4022/rtp/233.50.201.199:5140
CCTV9,http://122.246.75.201:4022/rtp/233.50.201.121:5140
CCTV10,http://122.246.75.201:4022/rtp/233.50.201.122:5140
CCTV11,http://122.246.75.201:4022/rtp/233.50.201.11:5140
CCTV12,http://122.246.75.201:4022/rtp/233.50.201.123:5140
CCTV13,http://122.246.75.201:4022/rtp/233.50.201.246:5140
CCTV14,http://122.246.75.201:4022/rtp/233.50.201.124:5140
CCTV15,http://122.246.75.201:4022/rtp/233.50.201.15:5140
CCTV16,http://122.246.75.201:4022/rtp/233.50.201.192:5140
CCTV4k,http://122.246.75.201:4022/rtp/233.50.201.63:5140
CCTV17,http://122.246.75.201:4022/rtp/233.50.201.35:5140
凤凰中文,http://122.246.75.201:4022/rtp/233.50.200.191:5140
凤凰资讯,http://122.246.75.201:4022/rtp/233.50.200.192:5140
浙江卫视,http://122.246.75.201:4022/rtp/233.50.201.100:5140
深圳卫视,http://122.246.75.201:4022/rtp/233.50.201.101:5140
广东卫视,http://122.246.75.201:4022/rtp/233.50.201.102:5140
湖南卫视,http://122.246.75.201:4022/rtp/233.50.201.103:5140
天津卫视,http://122.246.75.201:4022/rtp/233.50.201.104:5140
山东卫视,http://122.246.75.201:4022/rtp/233.50.201.105:5140
江苏卫视,http://122.246.75.201:4022/rtp/233.50.201.106:5140
北京卫视,http://122.246.75.201:4022/rtp/233.50.201.107:5140
四川卫视,http://122.246.75.201:4022/rtp/233.50.201.139:5140
河北卫视,http://122.246.75.201:4022/rtp/233.50.201.140:5140
辽宁卫视,http://122.246.75.201:4022/rtp/233.50.201.141:5140
贵州卫视,http://122.246.75.201:4022/rtp/233.50.201.142:5140
重庆卫视,http://122.246.75.201:4022/rtp/233.50.201.143:5140
河南卫视,http://122.246.75.201:4022/rtp/233.50.201.144:5140
江西卫视,http://122.246.75.201:4022/rtp/233.50.201.145:5140
东南卫视,http://122.246.75.201:4022/rtp/233.50.201.146:5140
安徽卫视,http://122.246.75.201:4022/rtp/233.50.201.113:5140
湖北卫视,http://122.246.75.201:4022/rtp/233.50.201.114:5140
黑龙江卫,http://122.246.75.201:4022/rtp/233.50.201.115:5140
东方卫视,http://122.246.75.201:4022/rtp/233.50.201.125:5140
内蒙古卫,http://122.246.75.201:4022/rtp/233.50.201.148:5140
甘肃卫视,http://122.246.75.201:4022/rtp/233.50.201.149:5140
海南卫视,http://122.246.75.201:4022/rtp/233.50.201.55:5140
青海卫视,http://122.246.75.201:4022/rtp/233.50.201.65:5140
西藏卫视,http://122.246.75.201:4022/rtp/233.50.201.70:5140
陕西卫视,http://122.246.75.201:4022/rtp/233.50.201.59:5140
兵团卫视,http://122.246.75.201:4022/rtp/233.50.201.72:5140
山西卫视,http://122.246.75.201:4022/rtp/233.50.201.51:5140
宁夏卫视,http://122.246.75.201:4022/rtp/233.50.201.57:5140
广西卫视,http://122.246.75.201:4022/rtp/233.50.201.49:5140
云南卫视,http://122.246.75.201:4022/rtp/233.50.201.46:5140
吉林卫视,http://122.246.75.201:4022/rtp/233.50.201.48:5140
CETV1,http://122.246.75.201:4022/rtp/233.50.201.75:5140
CETV4,http://122.246.75.201:4022/rtp/233.50.201.172:5140
CGTN,http://122.246.75.201:4022/rtp/233.50.201.126:5140
CGTN-西班牙语,http://122.246.75.201:4022/rtp/233.50.201.36:5140
CGTN-法语,http://122.246.75.201:4022/rtp/233.50.201.37:5140
CGTN-阿拉伯语,http://122.246.75.201:4022/rtp/233.50.201.38:5140
CGTN-俄语,http://122.246.75.201:4022/rtp/233.50.201.39:5140
浙江经济生活,http://122.246.75.201:4022/rtp/233.50.201.133:5140
浙江教育,http://122.246.75.201:4022/rtp/233.50.201.134:5140
浙江民生,http://122.246.75.201:4022/rtp/233.50.201.136:5140
浙江新闻,http://122.246.75.201:4022/rtp/233.50.201.137:5140
浙江少儿,http://122.246.75.201:4022/rtp/233.50.201.138:5140
钱江频道,http://122.246.75.201:4022/rtp/233.50.201.132:5140
杭州1综合,http://122.246.75.201:4022/rtp/233.50.201.173:5140
杭州2明珠,http://122.246.75.201:4022/rtp/233.50.201.174:5140
杭州3生活,http://122.246.75.201:4022/rtp/233.50.201.175:5140
杭州4影视,http://122.246.75.201:4022/rtp/233.50.201.176:5140
杭州5青少,http://122.246.75.201:4022/rtp/233.50.201.177:5140
杭州导视,http://122.246.75.201:4022//rtp/233.50.201.182:5140
极速汽车,http://122.246.75.201:4022/rtp/233.50.201.208:5140
宁波TV1,http://122.246.75.201:4022/rtp/233.50.201.168:5140
宁波TV2,http://122.246.75.201:4022/rtp/233.50.201.178:5140
宁波TV3,http://122.246.75.201:4022/rtp/233.50.201.179:5140
宁波TV4,http://122.246.75.201:4022/rtp/233.50.201.180:5140
宁波TV5,http://122.246.75.201:4022/rtp/233.50.201.181:5140
温州新闻,http://122.246.75.201:4022/rtp/233.50.201.87:5140
衢州新闻,http://122.246.75.201:4022/rtp/233.50.201.155:5140
绍兴新闻,http://122.246.75.201:4022/rtp/233.50.201.156:5140
台州-1,http://122.246.75.201:4022/rtp/233.50.201.157:5140
湖州公共,http://122.246.75.201:4022/rtp/233.50.201.158:5140
金华新闻,http://122.246.75.201:4022/rtp/233.50.201.161:5140
丽水新闻,http://122.246.75.201:4022/rtp/233.50.201.162:5140
嘉兴新闻,http://122.246.75.201:4022/rtp/233.50.201.163:5140
桐乡新闻,http://122.246.75.201:4022/rtp/233.50.201.169:5140
杭州导视,http://122.246.75.201:4022/rtp/233.50.201.182:5140
之江记录,http://122.246.75.201:4022/rtp/233.50.202.25:5140
优优宝贝,http://122.246.75.201:4022/rtp/233.50.202.24:5140
YMG新闻,http://122.246.75.201:4022//rtp/233.50.201.159:5140
法制天地,http://122.246.75.201:4022/rtp/233.50.201.191:5140
金鹰卡通,http://122.246.75.201:4022/rtp/233.50.201.73:5140
哈哈炫动,http://122.246.75.201:4022/rtp/233.50.201.74:5140
动漫秀场,http://122.246.75.201:4022/rtp/233.50.201.184:5140
游戏风云,http://122.246.75.201:4022/rtp/233.50.201.183:5140
乐游,http://122.246.75.201:4022/rtp/233.50.201.185:5140
金色学堂,http://122.246.75.201:4022/rtp/233.50.201.186:5140
生活时尚,http://122.246.75.201:4022/rtp/233.50.201.187:5140
茶频道,http://122.246.75.201:4022/rtp/233.50.201.188:5140
快乐垂钓,http://122.246.75.201:4022/rtp/233.50.201.109:5140
BesTV,http://122.246.75.201:4022/rtp/233.50.201.201:5140
中国蓝直播,http://122.246.75.201:4022/rtp/233.50.201.193:5140
新视觉HD,http://122.246.75.201:4022/rtp/233.50.201.244:5140
欢笑剧场,http://122.246.75.201:4022/rtp/233.50.201.189:5140
都市剧场,http://122.246.75.201:4022/rtp/233.50.201.190:5140
电视购物,http://122.246.75.201:4022/rtp/233.50.201.248:5140
家有购物,http://122.246.75.201:4022/rtp/233.50.201.90:5140
游戏频道,http://122.246.75.201:4022/rtp/233.50.201.207:5140
游戏频道,http://122.246.75.201:4022/rtp/233.50.201.215:5140
未知频道,http://122.246.75.201:4022/rtp/233.50.201.224:5140
中国蓝直播,http://122.246.75.201:4022/rtp/233.50.201.108:5140
浙江之声广播,http://122.246.75.201:4022/rtp/233.50.201.79:5140
浙江新闻广播,http://122.246.75.201:4022/rtp/233.50.201.80:5140
经济频道广播,http://122.246.75.201:4022/rtp/233.50.201.81:5140
音乐调频广播,http://122.246.75.201:4022/rtp/233.50.201.82:5140
交通之声广播,http://122.246.75.201:4022/rtp/233.50.201.83:5140
旅游之声广播,http://122.246.75.201:4022/rtp/233.50.201.84:5140
城市之声广播,http://122.246.75.201:4022/rtp/233.50.201.85:5140
民生资讯广播,http://122.246.75.201:4022/rtp/233.50.201.86:5140


春风💖央视及卫视10,#genre#
CCTV（HD）1,http://27.18.83.40:9100/rtp/239.254.96.96:8550
CCTV（HD）2,http://27.18.83.40:9100/rtp/239.69.1.102:10250
CCTV（HD）3,http://27.18.83.40:9100/rtp/239.69.1.122:10370
CCTV（HD）4,http://27.18.83.40:9100/rtp/239.69.1.138:10466
CCTV（HD）5,http://27.18.83.40:9100/rtp/239.69.1.123:10376
CCTV（HD）5+,http://27.18.83.40:9100/rtp/239.254.96.234:9484
CCTV（HD）6,http://27.18.83.40:9100/rtp/239.69.1.124:10382
CCTV（HD）7,http://27.18.83.40:9100/rtp/239.69.1.103:10256
CCTV（HD）8,http://27.18.83.40:9100/rtp/239.69.1.125:10388
CCTV（HD）9,http://27.18.83.40:9100/rtp/239.69.1.104:10262
CCTV（HD）10,http://27.18.83.40:9100/rtp/239.69.1.105:10268
CCTV（HD）11,http://27.18.83.40:9100/rtp/239.69.1.154:10560
CCTV（HD）12,http://27.18.83.40:9100/rtp/239.69.1.106:10274
CCTV（HD）13,http://27.18.83.40:9100/rtp/239.254.96.161:9040
